release_spin_rate,release_speed,balls,strikes,result_derived,stand,in_or_off_plate,num_on_base,outs_when_up
2320.0,90.9,1,0,strike,L,outside,0,1
2074.0,96.0,0,0,ball,L,outside,0,1
2418.0,93.1,0,0,out,R,inside,0,0
2201.0,98.2,0,2,out,R,inside,1,2
2273.0,86.5,0,1,strike,R,inside,1,2
2309.0,92.5,0,0,strike,R,inside,1,2
2115.0,97.0,2,1,hit,R,inside,0,2
2553.0,94.3,1,0,foul,R,inside,0,2
2226.0,98.4,0,0,ball,R,outside,0,2
2340.0,98.1,3,1,out,R,inside,0,1
2560.0,93.0,2,1,ball,R,outside,0,1
2453.0,99.0,1,1,ball,R,outside,0,1
2350.0,97.9,1,0,strike,R,inside,0,1
2535.0,93.2,0,0,ball,R,outside,0,1
1694.0,91.8,2,2,out,R,inside,0,0
2600.0,93.3,2,1,strike,R,inside,0,0
2385.0,97.5,1,1,ball,R,inside,0,0
2616.0,91.9,1,0,strike,R,inside,0,0
2329.0,96.8,0,0,ball,R,outside,0,0
1263.0,87.5,1,2,hit,L,outside,1,1
2071.0,97.3,1,2,foul,L,inside,1,1
2084.0,96.6,1,2,foul,L,inside,1,1
2107.0,96.5,1,2,foul,L,outside,1,1
2249.0,92.7,1,2,foul,L,inside,1,1
2145.0,96.7,1,1,strike,L,outside,1,1
2299.0,92.1,0,1,ball,L,outside,1,1
2355.0,92.8,0,0,foul,L,inside,1,1
2143.0,86.7,2,2,hit,R,outside,0,1
2476.0,94.7,1,2,ball,R,outside,0,1
1964.0,96.5,0,2,ball,R,outside,0,1
2024.0,86.8,0,1,foul,R,inside,0,1
2058.0,88.6,0,0,strike,R,outside,0,1
2236.0,92.1,0,0,out,L,inside,0,0
2209.0,87.1,2,2,out,R,outside,0,2
2303.0,87.9,1,2,ball,R,outside,0,2
2072.0,97.9,1,1,foul,R,inside,0,2
2309.0,93.7,1,0,strike,R,inside,0,2
2153.0,90.2,0,0,ball,R,outside,0,2
2317.0,94.6,0,1,out,R,outside,0,1
2120.0,97.2,0,0,strike,R,inside,0,1
2231.0,93.5,0,0,out,L,inside,0,0
2171.0,97.1,1,2,out,R,inside,1,2
2170.0,96.9,1,1,foul,R,inside,1,2
2048.0,87.6,1,0,strike,R,inside,1,2
2327.0,93.2,0,0,ball,R,outside,1,2
2286.0,94.3,0,0,out,L,inside,1,1
2331.0,88.1,1,0,out,R,inside,2,0
2307.0,89.1,0,0,ball,R,outside,2,0
2042.0,96.1,0,1,hit,L,inside,1,0
2068.0,96.3,0,0,foul,L,outside,1,0
2366.0,94.5,1,1,hit,R,inside,0,0
2285.0,88.4,0,1,ball,R,outside,0,0
2381.0,92.9,0,0,strike,R,inside,0,0
2376.0,94.1,1,1,out,L,outside,1,1
2389.0,92.6,0,1,ball,L,outside,1,1
1978.0,96.2,0,0,foul,L,inside,1,1
2177.0,87.6,0,2,out,R,inside,1,0
2166.0,98.3,0,1,foul,R,inside,1,0
2327.0,93.9,0,0,foul,R,outside,1,0
2143.0,98.0,1,2,hit,R,inside,0,0
2049.0,95.8,0,2,ball,R,outside,0,0
2371.0,92.6,0,1,foul,R,outside,0,0
2148.0,86.0,0,0,foul,R,inside,0,0
2323.0,94.1,1,2,out,L,inside,0,2
2100.0,96.6,0,2,ball,L,inside,0,2
2019.0,98.5,0,2,foul,L,inside,0,2
2003.0,97.2,0,1,foul,L,inside,0,2
2093.0,97.9,0,0,foul,L,outside,0,2
2329.0,88.4,2,1,out,R,inside,0,1
2304.0,93.3,1,1,ball,R,outside,0,1
2361.0,93.8,0,1,ball,R,outside,0,1
1898.0,96.9,0,0,foul,R,inside,0,1
1459.0,86.7,0,2,out,L,outside,0,0
1978.0,95.9,0,1,strike,L,inside,0,0
2028.0,95.0,0,0,strike,L,inside,0,0
2220.0,87.6,0,0,strike,R,inside,0,2
2010.0,80.8,0,0,hit,L,inside,0,2
2286.0,87.8,3,2,out,R,inside,0,1
2375.0,94.6,3,2,foul,R,inside,0,1
1959.0,97.1,2,2,ball,R,outside,0,1
2303.0,94.9,2,1,strike,R,inside,0,1
1972.0,96.6,1,1,ball,R,outside,0,1
1990.0,95.7,0,1,ball,R,outside,0,1
2047.0,87.1,0,0,strike,R,outside,0,1
2279.0,92.3,1,2,out,L,inside,0,0
1439.0,90.4,1,2,foul,L,inside,0,0
2319.0,92.4,1,1,strike,L,inside,0,0
2088.0,95.8,1,0,strike,L,inside,0,0
1962.0,95.3,0,0,ball,L,outside,0,0
2081.0,97.9,1,2,out,R,inside,2,2
2108.0,87.7,1,1,strike,R,inside,2,2
2017.0,96.4,0,0,ball,R,outside,2,2
2269.0,87.5,1,1,ball,R,outside,1,2
2113.0,95.4,1,0,strike,R,outside,1,2
2169.0,96.9,0,0,ball,R,outside,1,2
1863.0,80.6,1,1,out,L,inside,1,1
1974.0,95.8,1,0,foul,L,inside,1,1
1969.0,96.7,0,0,ball,L,outside,1,1
2148.0,87.1,0,1,out,R,inside,1,0
1977.0,95.8,0,0,strike,R,inside,1,0
1659.0,88.3,1,1,hit,L,inside,0,0
1639.0,90.0,0,1,ball,L,outside,0,0
2161.0,95.7,0,0,strike,L,inside,0,0
2027.0,95.4,1,2,out,R,inside,1,2
2231.0,85.9,1,1,foul,R,inside,1,2
2089.0,96.2,0,1,ball,R,inside,1,2
2171.0,86.6,0,0,strike,R,inside,1,2
2189.0,95.5,0,0,out,L,inside,1,1
2219.0,87.0,1,2,out,R,inside,1,0
2185.0,87.3,0,2,ball,R,outside,1,0
2069.0,96.1,0,2,foul,R,inside,1,0
2131.0,87.5,0,1,strike,R,inside,1,0
2102.0,97.2,0,0,foul,R,inside,1,0
1956.0,96.7,2,1,hit,L,inside,0,0
1730.0,79.9,1,1,ball,L,outside,0,0
2056.0,97.2,1,0,strike,L,outside,0,0
1924.0,96.9,0,0,ball,L,outside,0,0
2152.0,87.8,3,2,hit,R,inside,1,0
2065.0,97.9,3,2,foul,R,inside,1,0
2070.0,85.8,2,2,ball,R,outside,1,0
2113.0,86.3,1,2,ball,R,outside,1,0
2061.0,96.5,0,2,ball,R,outside,1,0
2108.0,98.1,0,1,foul,R,inside,1,0
2360.0,92.5,2,2,hit,L,inside,0,0
1453.0,88.8,1,2,ball,L,outside,0,0
2396.0,93.4,1,2,foul,L,outside,0,0
1846.0,79.9,1,1,strike,L,inside,0,0
2178.0,95.7,1,0,strike,L,outside,0,0
2209.0,96.2,0,0,ball,L,outside,0,0
2157.0,97.9,1,1,foul,R,inside,1,1
2118.0,97.7,0,1,ball,R,outside,1,1
2137.0,86.8,0,0,foul,R,inside,1,1
1897.0,77.5,0,0,hit,L,outside,0,1
2397.0,93.4,3,1,out,L,inside,0,0
1444.0,86.9,2,1,ball,L,outside,0,0
2417.0,91.9,2,0,strike,L,inside,0,0
2157.0,96.8,1,0,ball,L,outside,0,0
2027.0,95.5,0,0,ball,L,outside,0,0
1956.0,98.9,2,2,out,R,inside,0,2
1264.0,89.5,1,2,foul,R,inside,0,2
2152.0,99.2,1,2,foul,R,inside,0,2
2114.0,99.1,1,1,foul,R,inside,0,2
1129.0,87.3,0,1,ball,R,outside,0,2
2245.0,99.1,0,0,strike,R,inside,0,2
2276.0,92.4,3,2,out,R,inside,0,1
1996.0,86.9,3,2,foul,R,inside,0,1
2235.0,86.3,2,2,ball,R,outside,0,1
2014.0,98.5,2,2,foul,R,inside,0,1
1512.0,90.0,1,2,ball,R,outside,0,1
2178.0,87.3,1,1,strike,R,inside,0,1
2053.0,98.3,0,1,ball,R,outside,0,1
2297.0,90.1,0,0,foul,R,inside,0,1
2232.0,87.5,0,1,out,R,outside,0,0
2185.0,97.0,0,0,strike,R,inside,0,0
1993.0,98.8,2,2,out,L,inside,0,2
1399.0,90.2,2,2,foul,L,inside,0,2
2369.0,94.2,2,1,foul,L,inside,0,2
2087.0,98.7,1,1,ball,L,outside,0,2
2172.0,99.2,1,0,foul,L,inside,0,2
1635.0,90.6,0,0,ball,L,outside,0,2
2171.0,97.7,1,2,out,R,inside,0,1
2140.0,97.5,0,2,ball,R,outside,0,1
2185.0,98.5,0,1,strike,R,outside,0,1
2392.0,92.9,0,0,foul,R,inside,0,1
2202.0,88.1,3,2,out,L,inside,0,0
2090.0,96.6,3,2,foul,L,inside,0,0
2198.0,96.7,3,2,foul,L,inside,0,0
2387.0,93.8,3,2,foul,L,outside,0,0
2328.0,91.9,2,2,ball,L,outside,0,0
1619.0,89.5,1,2,ball,L,outside,0,0
2057.0,97.1,1,1,strike,L,inside,0,0
2432.0,92.8,1,0,foul,L,inside,0,0
2081.0,96.6,0,0,ball,L,outside,0,0
2085.0,89.1,1,2,out,R,inside,0,2
1949.0,97.3,0,2,ball,R,outside,0,2
1276.0,90.6,0,2,foul,R,inside,0,2
2078.0,97.8,0,1,foul,R,inside,0,2
2277.0,91.3,0,0,strike,R,inside,0,2
1386.0,91.1,2,2,out,L,inside,0,1
1473.0,89.9,2,2,foul,L,outside,0,1
2297.0,92.7,2,1,strike,L,inside,0,1
2185.0,97.8,2,0,foul,L,inside,0,1
2107.0,97.5,1,0,ball,L,outside,0,1
1581.0,89.9,0,0,ball,L,outside,0,1
2185.0,99.2,3,2,out,L,inside,0,0
2294.0,92.2,3,2,foul,L,inside,0,0
2016.0,97.2,3,2,foul,L,inside,0,0
2129.0,87.4,3,2,foul,L,inside,0,0
2284.0,90.9,3,2,foul,L,inside,0,0
2083.0,97.4,3,2,foul,L,inside,0,0
2250.0,92.6,3,1,foul,L,inside,0,0
1317.0,88.9,2,1,ball,L,outside,0,0
2217.0,91.3,1,1,ball,L,inside,0,0
1490.0,89.4,0,1,ball,L,outside,0,0
1974.0,79.8,0,0,strike,L,inside,0,0
2298.0,92.1,1,1,hit,R,inside,0,0
2320.0,92.1,0,1,ball,R,outside,0,0
1947.0,96.6,0,0,strike,R,inside,0,0
1496.0,88.8,1,2,out,R,outside,0,2
2176.0,98.0,1,1,strike,R,inside,0,2
2319.0,90.6,1,0,foul,R,inside,0,2
2177.0,86.5,2,2,out,R,outside,0,1
2047.0,98.2,2,2,foul,R,inside,0,1
2363.0,92.6,2,1,foul,R,inside,0,1
2359.0,92.3,1,1,ball,R,outside,0,1
2095.0,98.4,1,0,foul,R,inside,0,1
2123.0,97.8,0,0,ball,R,inside,0,1
1334.0,89.0,1,2,out,L,outside,0,0
1539.0,89.8,1,2,foul,L,outside,0,0
2432.0,93.5,1,2,foul,L,outside,0,0
2055.0,97.3,0,2,ball,L,outside,0,0
1102.0,89.6,0,2,foul,L,inside,0,0
2097.0,97.7,0,1,foul,L,inside,0,0
1941.0,97.3,0,0,strike,L,outside,0,0
2169.0,88.9,1,2,out,R,inside,0,2
2099.0,87.6,1,2,foul,R,inside,0,2
2106.0,96.5,1,1,foul,R,inside,0,2
2096.0,96.6,0,1,ball,R,outside,0,2
2135.0,87.2,0,0,strike,R,inside,0,2
1455.0,88.0,2,2,out,L,outside,0,1
2125.0,95.1,1,2,ball,L,outside,0,1
2056.0,95.9,1,1,strike,L,inside,0,1
2427.0,93.2,1,0,foul,L,outside,0,1
1993.0,95.1,0,0,ball,L,outside,0,1
2093.0,85.5,0,0,out,R,inside,0,0
2053.0,97.8,1,2,out,R,outside,0,2
1595.0,86.9,0,2,ball,R,outside,1,2
2168.0,86.8,0,2,foul,R,outside,1,2
2081.0,86.4,0,1,strike,R,inside,1,2
2093.0,95.7,0,0,strike,R,outside,1,2
2118.0,86.1,0,0,strike,R,inside,1,1
1997.0,93.9,0,0,hit,L,inside,1,1
2135.0,85.9,0,2,out,R,inside,1,0
1218.0,86.9,0,2,foul,R,inside,1,0
2031.0,95.3,0,1,foul,R,inside,1,0
2061.0,96.4,0,0,strike,R,inside,1,0
1476.0,86.8,3,2,walk,L,outside,0,0
1568.0,88.5,2,2,ball,L,outside,0,0
2417.0,92.6,1,2,ball,L,outside,0,0
1445.0,87.5,1,2,foul,L,inside,0,0
1428.0,88.1,0,2,ball,L,inside,0,0
2014.0,95.3,0,1,strike,L,inside,0,0
1868.0,76.2,0,0,foul,L,inside,0,0
1368.0,87.3,1,2,out,L,outside,0,2
2438.0,93.2,1,2,foul,L,outside,0,2
1429.0,87.6,1,1,foul,L,inside,0,2
1520.0,89.2,0,1,ball,L,outside,0,2
2182.0,96.8,0,0,strike,L,inside,0,2
2244.0,87.8,0,2,out,R,inside,0,1
2190.0,97.9,0,1,strike,R,inside,0,1
2052.0,96.6,0,0,foul,R,inside,0,1
1412.0,88.7,0,2,out,L,inside,0,0
2415.0,90.5,0,1,foul,L,inside,0,0
1453.0,86.7,0,0,foul,L,inside,0,0
2115.0,96.2,2,1,out,R,outside,2,2
2229.0,97.7,1,0,ball,R,outside,2,2
2111.0,87.8,0,0,ball,R,outside,2,2
2016.0,86.2,1,2,out,R,inside,2,1
2140.0,93.5,0,2,ball,R,outside,2,1
2056.0,93.8,0,1,foul,R,inside,2,1
1870.0,84.5,0,0,foul,R,inside,2,1
2204.0,87.2,0,1,out,R,inside,2,0
2047.0,86.3,0,0,strike,R,inside,2,0
1343.0,87.4,2,2,out,L,inside,2,0
2328.0,91.0,2,1,foul,L,inside,2,0
2211.0,95.8,1,1,ball,L,outside,2,0
2349.0,91.3,0,1,ball,L,outside,2,0
2397.0,91.9,0,0,strike,L,outside,2,0
2142.0,86.8,0,2,hit,R,inside,1,0
2165.0,86.7,0,1,foul,R,outside,1,0
2220.0,95.5,0,0,strike,R,inside,1,0
1651.0,88.7,1,2,hit,L,outside,0,0
2326.0,92.8,1,2,foul,L,inside,0,0
1531.0,89.4,1,1,foul,L,inside,0,0
2336.0,92.0,0,1,ball,L,outside,0,0
2191.0,97.2,0,0,strike,L,inside,0,0
2159.0,97.2,3,2,hit,L,inside,0,0
2212.0,97.0,3,2,foul,L,outside,0,0
2300.0,92.6,3,2,foul,L,inside,0,0
2122.0,97.0,3,2,foul,L,inside,0,0
2114.0,96.3,3,1,strike,L,inside,0,0
2068.0,96.6,3,0,strike,L,inside,0,0
2338.0,93.3,2,0,ball,L,outside,0,0
2196.0,88.4,1,0,ball,L,outside,0,0
1784.0,76.2,0,0,ball,L,outside,0,0
2108.0,98.3,1,2,out,R,inside,0,2
2211.0,87.8,1,2,foul,R,outside,0,2
2391.0,87.3,0,2,ball,R,outside,0,2
2102.0,97.0,0,1,foul,R,inside,0,2
2136.0,98.1,0,0,strike,R,outside,0,2
1625.0,91.1,1,2,out,L,inside,0,1
2444.0,94.5,1,2,foul,L,inside,0,1
2144.0,99.0,1,1,foul,L,inside,0,1
2457.0,94.6,0,1,ball,L,outside,0,1
2144.0,97.6,0,0,strike,L,inside,0,1
1557.0,89.1,0,2,out,R,inside,0,0
2099.0,96.9,0,0,strike,R,inside,0,0
1075.0,87.6,0,2,out,L,inside,0,2
1196.0,87.8,0,1,strike,L,outside,0,2
2350.0,90.2,0,0,strike,L,inside,0,2
2263.0,91.0,0,0,out,R,inside,0,1
2295.0,90.6,2,1,out,R,inside,0,0
2080.0,96.6,1,1,ball,R,outside,0,0
2144.0,85.2,1,0,strike,R,inside,0,0
2120.0,85.4,0,0,ball,R,outside,0,0
2083.0,98.1,2,2,out,L,inside,0,2
2744.0,86.8,2,2,foul,L,inside,0,2
1170.0,89.3,2,2,foul,L,inside,0,2
2262.0,89.5,2,1,foul,L,inside,0,2
1133.0,87.5,1,1,ball,L,outside,0,2
2549.0,92.1,1,0,foul,L,inside,0,2
2052.0,96.5,0,0,ball,L,outside,0,2
1651.0,90.5,0,2,out,R,outside,0,1
2140.0,97.0,0,1,strike,R,inside,0,1
1993.0,94.7,0,0,strike,R,outside,0,1
2111.0,96.4,0,0,out,R,inside,0,0
1481.0,86.8,1,2,out,L,outside,0,2
1992.0,96.1,0,2,ball,L,outside,0,2
2247.0,91.4,0,1,foul,L,inside,0,2
1993.0,97.2,0,0,strike,L,inside,0,2
2050.0,98.1,2,2,out,L,inside,0,1
2249.0,92.0,2,1,foul,L,inside,0,1
1287.0,88.0,1,1,ball,L,outside,0,1
2257.0,91.8,0,1,ball,L,outside,0,1
2349.0,91.6,0,0,strike,L,inside,0,1
2004.0,86.8,3,2,out,R,inside,0,0
1233.0,88.6,2,2,ball,R,outside,0,0
2038.0,98.0,1,2,ball,R,outside,0,0
2096.0,86.4,0,2,ball,R,outside,0,0
1860.0,96.9,0,1,strike,R,inside,0,0
1964.0,96.0,0,2,out,L,outside,0,2
2005.0,95.6,0,1,foul,L,outside,0,2
2469.0,91.1,0,0,strike,L,inside,0,2
2136.0,87.3,0,1,out,R,inside,0,1
2003.0,96.2,0,0,strike,R,inside,0,1
1973.0,95.7,1,0,out,R,inside,0,0
1964.0,95.5,0,0,ball,R,outside,0,0
2307.0,91.5,0,1,out,L,inside,0,2
1783.0,97.3,0,0,foul,L,outside,0,2
2037.0,96.7,2,2,out,R,inside,0,1
1904.0,96.3,1,2,ball,R,inside,0,1
2264.0,90.7,1,1,foul,R,outside,0,1
2127.0,86.1,0,1,ball,R,outside,0,1
1986.0,95.6,0,0,strike,R,inside,0,1
2114.0,96.7,1,0,strike,R,inside,0,0
2122.0,85.5,0,0,ball,R,outside,0,0
1907.0,96.2,3,2,out,L,inside,1,2
1595.0,87.2,2,2,ball,L,outside,1,2
1370.0,89.1,1,2,ball,L,outside,1,2
2057.0,95.7,0,2,ball,L,outside,1,2
2114.0,97.7,0,1,strike,L,inside,1,2
2077.0,96.2,0,0,strike,L,inside,1,2
1645.0,88.0,1,2,out,L,outside,1,1
1921.0,95.9,1,1,strike,L,inside,1,1
2154.0,96.7,1,0,strike,L,inside,1,1
1973.0,97.8,0,0,ball,L,outside,1,1
1896.0,97.8,3,0,walk,R,outside,0,1
2002.0,97.6,2,0,ball,R,outside,0,1
2417.0,93.0,1,0,ball,R,outside,0,1
2195.0,98.7,0,0,ball,R,outside,0,1
1264.0,89.2,2,2,out,L,inside,0,0
1163.0,90.0,1,2,ball,L,outside,0,0
2207.0,97.7,1,1,foul,L,outside,0,0
2122.0,98.1,0,1,ball,L,inside,0,0
2168.0,98.3,0,0,strike,L,inside,0,0
2450.0,90.5,2,0,out,R,inside,0,2
2218.0,94.6,1,0,ball,R,outside,0,2
2438.0,90.2,0,0,ball,R,outside,0,2
2189.0,84.6,2,2,out,R,inside,0,1
2232.0,87.0,1,2,ball,R,outside,0,1
1636.0,87.4,1,2,foul,R,inside,0,1
2288.0,94.0,1,2,foul,R,inside,0,1
2530.0,93.2,1,1,strike,R,inside,0,1
1789.0,88.4,0,1,ball,R,outside,0,1
2260.0,94.3,0,0,strike,R,inside,0,1
2475.0,90.3,0,1,out,R,inside,0,0
2304.0,95.2,0,0,strike,R,inside,0,0
2227.0,97.0,0,0,out,L,outside,0,2
2338.0,95.8,1,2,out,L,inside,0,1
2250.0,97.5,1,1,strike,L,outside,0,1
1584.0,87.8,0,1,ball,L,outside,0,1
2198.0,95.8,0,0,strike,L,outside,0,1
2428.0,94.1,0,0,out,R,outside,0,0
1475.0,88.1,1,1,out,L,inside,0,2
2315.0,97.6,0,0,foul,L,inside,0,2
2511.0,94.1,2,2,out,R,inside,0,1
2331.0,93.6,2,1,strike,R,inside,0,1
1550.0,88.8,1,1,ball,R,outside,0,1
2484.0,93.3,0,1,ball,R,outside,0,1
2349.0,93.8,0,0,foul,R,outside,0,1
2204.0,94.1,0,2,out,L,inside,0,0
1711.0,89.0,0,1,strike,L,outside,0,0
2222.0,95.9,0,0,strike,L,inside,0,0
2433.0,94.4,3,1,out,L,inside,0,2
2388.0,93.1,2,1,ball,L,outside,0,2
2421.0,92.4,1,1,ball,L,outside,0,2
2242.0,96.1,0,1,ball,L,outside,0,2
2213.0,98.0,0,0,foul,L,inside,0,2
2129.0,85.4,1,1,hit,L,inside,2,2
2310.0,94.4,0,1,ball,L,outside,2,2
2145.0,88.9,0,0,strike,L,inside,2,2
2329.0,95.1,2,2,out,L,inside,2,1
2055.0,86.1,1,2,ball,L,outside,2,1
2063.0,85.4,1,2,foul,L,inside,2,1
2253.0,98.9,0,2,ball,L,outside,2,1
2204.0,93.6,0,1,strike,L,outside,2,1
2205.0,87.4,0,0,foul,L,inside,2,1
1564.0,87.8,0,1,out,L,outside,1,1
1987.0,84.6,0,0,strike,L,inside,1,1
1349.0,90.6,2,2,hit,L,inside,0,1
2343.0,98.0,2,2,foul,L,inside,0,1
2445.0,96.1,2,1,strike,L,inside,0,1
2319.0,99.5,1,1,ball,L,outside,0,1
643.0,85.9,0,1,ball,L,outside,0,1
2155.0,85.8,0,0,strike,L,outside,0,1
2390.0,92.3,3,2,out,R,inside,0,0
2261.0,94.7,3,2,foul,R,inside,0,0
2197.0,97.8,3,2,foul,R,inside,0,0
2283.0,97.7,3,2,foul,R,inside,0,0
2358.0,99.0,2,2,ball,R,outside,0,0
2513.0,96.1,1,2,ball,R,outside,0,0
1490.0,91.0,1,2,foul,R,inside,0,0
1584.0,91.3,0,2,ball,R,outside,0,0
2232.0,97.3,0,2,foul,R,outside,0,0
2214.0,97.8,0,1,foul,R,inside,0,0
2299.0,98.3,0,0,strike,R,inside,0,0
2402.0,92.9,0,0,hit,L,inside,0,0
2471.0,93.3,0,0,strike,R,inside,1,2
2209.0,84.8,0,1,out,L,outside,1,1
2174.0,85.4,0,0,strike,L,outside,1,1
2386.0,95.1,1,1,hit,L,inside,0,1
1662.0,89.3,1,0,foul,L,outside,0,1
2318.0,86.3,1,2,out,L,outside,0,0
786.0,85.5,0,2,ball,L,outside,0,0
2338.0,94.2,0,1,foul,L,inside,0,0
2407.0,94.1,0,0,strike,L,inside,0,0
2158.0,96.8,0,1,out,L,inside,1,2
2424.0,93.9,0,0,foul,L,inside,1,2
2439.0,94.0,0,1,out,L,inside,1,1
2255.0,87.6,0,0,strike,L,inside,1,1
2527.0,95.5,3,2,walk,L,outside,0,1
1731.0,90.8,2,2,ball,L,outside,0,1
2312.0,97.8,1,2,ball,L,outside,0,1
2331.0,88.0,1,1,foul,L,inside,0,1
2517.0,94.6,0,1,ball,L,outside,0,1
2563.0,96.0,0,0,strike,L,inside,0,1
2183.0,96.4,0,2,out,R,inside,0,0
2414.0,91.4,0,1,foul,R,inside,0,0
2208.0,96.5,0,0,strike,R,inside,0,0
1581.0,88.4,2,2,out,L,outside,1,2
2127.0,96.9,0,2,ball,L,outside,1,2
2368.0,91.2,0,1,foul,L,inside,1,2
2430.0,93.6,0,0,strike,L,inside,1,2
2287.0,97.7,0,1,hit,R,outside,0,2
2284.0,98.0,0,0,strike,R,inside,0,2
2402.0,93.4,0,0,out,L,inside,0,1
2342.0,98.7,1,1,out,L,inside,0,0
2388.0,93.3,1,0,foul,L,outside,0,0
2443.0,93.7,0,0,ball,L,outside,0,0
1543.0,90.3,1,2,out,L,inside,1,2
2277.0,94.1,1,1,strike,L,inside,1,2
2201.0,98.4,0,1,ball,L,outside,1,2
2328.0,94.7,0,0,strike,L,inside,1,2
2361.0,94.2,1,2,out,L,inside,1,1
2112.0,86.6,1,1,strike,L,inside,1,1
2186.0,97.2,0,1,ball,L,outside,1,1
2432.0,94.3,0,0,strike,L,inside,1,1
2265.0,98.2,3,1,walk,L,outside,0,1
2445.0,93.9,2,1,ball,L,inside,0,1
2592.0,96.6,1,0,ball,L,outside,0,1
2364.0,100.3,0,0,ball,L,outside,0,1
2374.0,100.1,1,2,out,L,inside,0,0
1769.0,91.3,0,2,ball,L,outside,0,0
2317.0,95.8,0,1,foul,L,inside,0,0
2445.0,97.0,0,0,strike,L,inside,0,0
2362.0,93.8,2,2,foul,L,outside,0,2
2213.0,96.9,2,2,foul,L,inside,0,2
2282.0,92.1,2,2,foul,L,inside,0,2
2305.0,97.7,1,2,ball,L,outside,0,2
1404.0,88.6,1,1,foul,L,inside,0,2
2220.0,97.4,1,0,strike,L,inside,0,2
1236.0,86.1,0,0,ball,L,outside,0,2
1456.0,89.4,1,2,out,R,outside,0,1
2485.0,93.7,1,2,foul,R,outside,0,1
2337.0,97.6,0,2,ball,R,outside,0,1
2290.0,87.0,0,1,foul,R,inside,0,1
2456.0,93.9,0,0,strike,R,inside,0,1
2072.0,83.7,3,2,out,L,outside,0,0
2370.0,93.0,3,2,foul,L,inside,0,0
2259.0,96.7,3,1,foul,L,inside,0,0
2381.0,92.6,2,1,ball,L,outside,0,0
2466.0,91.9,1,1,ball,L,outside,0,0
2277.0,97.0,0,0,ball,L,outside,0,0
1358.0,88.8,2,2,out,R,outside,0,2
2302.0,93.1,2,1,strike,R,outside,0,2
2080.0,96.2,1,1,ball,R,outside,0,2
2372.0,91.5,1,0,strike,R,outside,0,2
2198.0,95.6,3,2,out,R,outside,0,1
2410.0,94.9,3,2,foul,R,inside,0,1
2374.0,93.6,3,2,foul,R,inside,0,1
2394.0,93.0,3,1,strike,R,outside,0,1
2362.0,93.9,2,1,ball,R,inside,0,1
2426.0,93.1,2,0,strike,R,inside,0,1
2226.0,96.3,1,0,ball,R,outside,0,1
2340.0,92.7,0,0,ball,R,outside,0,1
1479.0,88.0,0,1,out,R,inside,0,0
2325.0,93.1,0,0,strike,R,inside,0,0
2256.0,92.3,2,1,out,R,inside,1,2
2121.0,97.9,2,0,foul,R,inside,1,2
2398.0,92.3,1,0,ball,R,inside,1,2
2335.0,92.0,0,0,ball,R,inside,1,2
2259.0,95.7,3,2,walk,L,outside,0,2
2322.0,93.7,3,1,strike,L,inside,1,1
2371.0,93.3,2,1,ball,L,outside,1,1
2094.0,84.8,1,1,ball,L,outside,1,1
2292.0,94.2,0,1,ball,L,outside,1,1
2063.0,85.3,0,0,strike,L,outside,1,1
2379.0,92.8,3,2,foul,R,outside,0,1
2242.0,95.9,3,2,foul,R,inside,0,1
2396.0,93.8,3,1,foul,R,outside,0,1
2458.0,93.4,2,1,ball,R,outside,0,1
2139.0,85.2,1,1,ball,R,inside,0,1
1508.0,89.3,0,1,ball,R,outside,0,1
2152.0,96.8,0,0,foul,R,inside,0,1
1689.0,89.3,1,1,out,L,outside,0,0
1815.0,86.5,0,1,ball,L,outside,0,0
2359.0,96.7,0,0,strike,L,outside,0,0
2423.0,92.9,1,0,out,R,inside,0,2
2217.0,97.1,0,0,ball,R,outside,0,2
2379.0,94.9,0,0,out,L,outside,0,1
2141.0,96.5,0,0,out,R,inside,0,0
2222.0,85.9,2,2,hit,R,inside,1,0
2232.0,95.8,2,2,foul,R,outside,1,0
2386.0,91.5,2,2,foul,R,inside,1,0
2404.0,91.7,2,1,foul,R,outside,1,0
2090.0,95.7,2,0,foul,R,outside,1,0
2376.0,98.2,3,2,hit,R,inside,0,0
2538.0,94.7,2,2,ball,R,outside,0,0
1844.0,90.9,1,2,ball,R,outside,0,0
2318.0,97.6,1,1,foul,R,outside,0,0
2418.0,92.2,0,1,ball,R,inside,0,0
2322.0,86.2,0,0,strike,R,inside,0,0
2373.0,93.7,2,2,ball,R,outside,0,2
2220.0,99.4,2,1,strike,R,inside,0,2
2375.0,93.6,1,1,ball,R,inside,0,2
2391.0,94.5,0,1,ball,R,outside,0,2
2312.0,98.9,0,0,foul,R,inside,0,2
2351.0,95.0,3,2,out,L,inside,0,1
1490.0,91.0,2,2,ball,L,outside,0,1
2127.0,97.1,1,2,ball,L,outside,0,1
2340.0,94.3,1,1,foul,L,inside,0,1
1499.0,90.7,0,1,ball,L,inside,0,1
2179.0,98.0,0,0,foul,L,inside,0,1
2435.0,92.0,3,2,out,R,outside,0,0
1726.0,90.8,2,2,ball,R,outside,0,0
2502.0,95.2,2,2,foul,R,inside,0,0
2460.0,94.8,2,1,strike,R,inside,0,0
2459.0,94.8,2,0,foul,R,inside,0,0
2336.0,98.4,1,0,ball,R,outside,0,0
2460.0,94.6,0,0,ball,R,inside,0,0
2437.0,95.3,2,0,out,L,inside,0,2
2485.0,93.3,1,0,ball,L,outside,0,2
